product_id,product_name,brand,category,category_group,source_url,attributes
ELK016,Apple iPhone 16 256 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+256+GB,"{""ram_gb"": 4, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK017,Apple iPhone 16 Pro 256 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+Pro+256+GB,"{""ram_gb"": 6, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK018,Apple iPhone 15 256 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+15+256+GB,"{""ram_gb"": 8, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK019,Samsung Galaxy S25 256 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S25+256+GB,"{""ram_gb"": 12, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK020,Samsung Galaxy S24 FE 256 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S24+FE+256+GB,"{""ram_gb"": 4, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK021,Samsung Galaxy A56 256 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+A56+256+GB,"{""ram_gb"": 6, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK022,Xiaomi Redmi Note 14 256 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Redmi+Note+14+256+GB,"{""ram_gb"": 8, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK023,Xiaomi Redmi Note 14 Pro 256 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Redmi+Note+14+Pro+256+GB,"{""ram_gb"": 12, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK024,Xiaomi Poco X7 256 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Poco+X7+256+GB,"{""ram_gb"": 4, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK025,Oppo Reno 12 256 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+Reno+12+256+GB,"{""ram_gb"": 6, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK026,Oppo A80 256 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+A80+256+GB,"{""ram_gb"": 8, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK027,Oppo Find X8 256 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+Find+X8+256+GB,"{""ram_gb"": 12, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK028,Realme 13 Pro 256 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+13+Pro+256+GB,"{""ram_gb"": 4, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK029,Realme C67 256 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+C67+256+GB,"{""ram_gb"": 6, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK030,Realme Note 60 256 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+Note+60+256+GB,"{""ram_gb"": 8, ""storage_gb"": 256, ""variant_label"": ""256 GB""}"
ELK031,Apple iPhone 16 512 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+512+GB,"{""ram_gb"": 12, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK032,Apple iPhone 16 Pro 512 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+Pro+512+GB,"{""ram_gb"": 4, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK033,Apple iPhone 15 512 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+15+512+GB,"{""ram_gb"": 6, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK034,Samsung Galaxy S25 512 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S25+512+GB,"{""ram_gb"": 8, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK035,Samsung Galaxy S24 FE 512 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S24+FE+512+GB,"{""ram_gb"": 12, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK036,Samsung Galaxy A56 512 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+A56+512+GB,"{""ram_gb"": 4, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK037,Xiaomi Redmi Note 14 512 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Redmi+Note+14+512+GB,"{""ram_gb"": 6, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK038,Xiaomi Redmi Note 14 Pro 512 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Redmi+Note+14+Pro+512+GB,"{""ram_gb"": 8, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK039,Xiaomi Poco X7 512 GB,Xiaomi,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Xiaomi+Poco+X7+512+GB,"{""ram_gb"": 12, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK040,Oppo Reno 12 512 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+Reno+12+512+GB,"{""ram_gb"": 4, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK041,Oppo A80 512 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+A80+512+GB,"{""ram_gb"": 6, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK042,Oppo Find X8 512 GB,Oppo,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Oppo+Find+X8+512+GB,"{""ram_gb"": 8, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK043,Realme 13 Pro 512 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+13+Pro+512+GB,"{""ram_gb"": 12, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK044,Realme C67 512 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+C67+512+GB,"{""ram_gb"": 4, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK045,Realme Note 60 512 GB,Realme,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Realme+Note+60+512+GB,"{""ram_gb"": 6, ""storage_gb"": 512, ""variant_label"": ""512 GB""}"
ELK046,Apple iPhone 16 1024 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+1024+GB,"{""ram_gb"": 8, ""storage_gb"": 1024, ""variant_label"": ""1024 GB""}"
ELK047,Apple iPhone 16 Pro 1024 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+16+Pro+1024+GB,"{""ram_gb"": 12, ""storage_gb"": 1024, ""variant_label"": ""1024 GB""}"
ELK048,Apple iPhone 15 1024 GB,Apple,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Apple+iPhone+15+1024+GB,"{""ram_gb"": 4, ""storage_gb"": 1024, ""variant_label"": ""1024 GB""}"
ELK049,Samsung Galaxy S25 1024 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S25+1024+GB,"{""ram_gb"": 6, ""storage_gb"": 1024, ""variant_label"": ""1024 GB""}"
ELK050,Samsung Galaxy S24 FE 1024 GB,Samsung,Cep Telefonu,elektronik_cep_telefonu,https://www.cimri.com/arama?q=Samsung+Galaxy+S24+FE+1024+GB,"{""ram_gb"": 8, ""storage_gb"": 1024, ""variant_label"": ""1024 GB""}"
EVY001,Karaca Retro Çaydanlık Tekli,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Retro+%C3%87aydanl%C4%B1k+Tekli,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""Tekli""}"
EVY002,Karaca Emaye Tencere Seti Tekli,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Emaye+Tencere+Seti+Tekli,"{""room_or_use"": ""Banyo"", ""variant_label"": ""Tekli""}"
EVY003,Karaca Kahve Fincanı Tekli,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Kahve+Fincan%C4%B1+Tekli,"{""room_or_use"": ""Ofis"", ""variant_label"": ""Tekli""}"
EVY004,English Home Pamuklu Nevresim Tekli,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Pamuklu+Nevresim+Tekli,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""Tekli""}"
EVY005,English Home Banyo Havlusu Tekli,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Banyo+Havlusu+Tekli,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""Tekli""}"
EVY006,English Home Masa Örtüsü Tekli,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Masa+%C3%96rt%C3%BCs%C3%BC+Tekli,"{""room_or_use"": ""Banyo"", ""variant_label"": ""Tekli""}"
EVY007,Faber Castell Kurşun Kalem Seti Tekli,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Kur%C5%9Fun+Kalem+Seti+Tekli,"{""room_or_use"": ""Ofis"", ""variant_label"": ""Tekli""}"
EVY008,Faber Castell Keçeli Kalem Seti Tekli,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Ke%C3%A7eli+Kalem+Seti+Tekli,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""Tekli""}"
EVY009,Faber Castell Defter Seti Tekli,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Defter+Seti+Tekli,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""Tekli""}"
EVY010,Tefal Granit Tava Tekli,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+Granit+Tava+Tekli,"{""room_or_use"": ""Banyo"", ""variant_label"": ""Tekli""}"
EVY011,Tefal Ütü Masası Tekli,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+%C3%9Ct%C3%BC+Masas%C4%B1+Tekli,"{""room_or_use"": ""Ofis"", ""variant_label"": ""Tekli""}"
EVY012,Tefal Düdüklü Tencere Tekli,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+D%C3%BCd%C3%BCkl%C3%BC+Tencere+Tekli,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""Tekli""}"
EVY013,Bambum Bambu Saklama Kabı Tekli,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Bambu+Saklama+Kab%C4%B1+Tekli,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""Tekli""}"
EVY014,Bambum Servis Tahtası Tekli,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Servis+Tahtas%C4%B1+Tekli,"{""room_or_use"": ""Banyo"", ""variant_label"": ""Tekli""}"
EVY015,Bambum Baharatlık Seti Tekli,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Baharatl%C4%B1k+Seti+Tekli,"{""room_or_use"": ""Ofis"", ""variant_label"": ""Tekli""}"
EVY016,Karaca Retro Çaydanlık 2 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Retro+%C3%87aydanl%C4%B1k+2+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""2 Parça""}"
EVY017,Karaca Emaye Tencere Seti 2 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Emaye+Tencere+Seti+2+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""2 Parça""}"
EVY018,Karaca Kahve Fincanı 2 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Kahve+Fincan%C4%B1+2+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""2 Parça""}"
EVY019,English Home Pamuklu Nevresim 2 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Pamuklu+Nevresim+2+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""2 Parça""}"
EVY020,English Home Banyo Havlusu 2 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Banyo+Havlusu+2+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""2 Parça""}"
EVY021,English Home Masa Örtüsü 2 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Masa+%C3%96rt%C3%BCs%C3%BC+2+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""2 Parça""}"
EVY022,Faber Castell Kurşun Kalem Seti 2 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Kur%C5%9Fun+Kalem+Seti+2+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""2 Parça""}"
EVY023,Faber Castell Keçeli Kalem Seti 2 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Ke%C3%A7eli+Kalem+Seti+2+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""2 Parça""}"
EVY024,Faber Castell Defter Seti 2 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Defter+Seti+2+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""2 Parça""}"
EVY025,Tefal Granit Tava 2 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+Granit+Tava+2+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""2 Parça""}"
EVY026,Tefal Ütü Masası 2 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+%C3%9Ct%C3%BC+Masas%C4%B1+2+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""2 Parça""}"
EVY027,Tefal Düdüklü Tencere 2 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+D%C3%BCd%C3%BCkl%C3%BC+Tencere+2+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""2 Parça""}"
EVY028,Bambum Bambu Saklama Kabı 2 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Bambu+Saklama+Kab%C4%B1+2+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""2 Parça""}"
EVY029,Bambum Servis Tahtası 2 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Servis+Tahtas%C4%B1+2+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""2 Parça""}"
EVY030,Bambum Baharatlık Seti 2 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Baharatl%C4%B1k+Seti+2+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""2 Parça""}"
EVY031,Karaca Retro Çaydanlık 4 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Retro+%C3%87aydanl%C4%B1k+4+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""4 Parça""}"
EVY032,Karaca Emaye Tencere Seti 4 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Emaye+Tencere+Seti+4+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""4 Parça""}"
EVY033,Karaca Kahve Fincanı 4 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Kahve+Fincan%C4%B1+4+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""4 Parça""}"
EVY034,English Home Pamuklu Nevresim 4 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Pamuklu+Nevresim+4+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""4 Parça""}"
EVY035,English Home Banyo Havlusu 4 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Banyo+Havlusu+4+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""4 Parça""}"
EVY036,English Home Masa Örtüsü 4 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Masa+%C3%96rt%C3%BCs%C3%BC+4+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""4 Parça""}"
EVY037,Faber Castell Kurşun Kalem Seti 4 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Kur%C5%9Fun+Kalem+Seti+4+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""4 Parça""}"
EVY038,Faber Castell Keçeli Kalem Seti 4 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Ke%C3%A7eli+Kalem+Seti+4+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""4 Parça""}"
EVY039,Faber Castell Defter Seti 4 Parça,Faber Castell,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Faber+Castell+Defter+Seti+4+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""4 Parça""}"
EVY040,Tefal Granit Tava 4 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+Granit+Tava+4+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""4 Parça""}"
EVY041,Tefal Ütü Masası 4 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+%C3%9Ct%C3%BC+Masas%C4%B1+4+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""4 Parça""}"
EVY042,Tefal Düdüklü Tencere 4 Parça,Tefal,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Tefal+D%C3%BCd%C3%BCkl%C3%BC+Tencere+4+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""4 Parça""}"
EVY043,Bambum Bambu Saklama Kabı 4 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Bambu+Saklama+Kab%C4%B1+4+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""4 Parça""}"
EVY044,Bambum Servis Tahtası 4 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Servis+Tahtas%C4%B1+4+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""4 Parça""}"
EVY045,Bambum Baharatlık Seti 4 Parça,Bambum,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Bambum+Baharatl%C4%B1k+Seti+4+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""4 Parça""}"
EVY046,Karaca Retro Çaydanlık 6 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Retro+%C3%87aydanl%C4%B1k+6+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""6 Parça""}"
EVY047,Karaca Emaye Tencere Seti 6 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Emaye+Tencere+Seti+6+Par%C3%A7a,"{""room_or_use"": ""Ofis"", ""variant_label"": ""6 Parça""}"
EVY048,Karaca Kahve Fincanı 6 Parça,Karaca,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=Karaca+Kahve+Fincan%C4%B1+6+Par%C3%A7a,"{""room_or_use"": ""Mutfak"", ""variant_label"": ""6 Parça""}"
EVY049,English Home Pamuklu Nevresim 6 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Pamuklu+Nevresim+6+Par%C3%A7a,"{""room_or_use"": ""Yatak Odası"", ""variant_label"": ""6 Parça""}"
EVY050,English Home Banyo Havlusu 6 Parça,English Home,Ev ve Ofis,ev_yasam_ofis_kirtasiye,https://www.cimri.com/arama?q=English+Home+Banyo+Havlusu+6+Par%C3%A7a,"{""room_or_use"": ""Banyo"", ""variant_label"": ""6 Parça""}"
ABO001,Prima Aktif Bebek Bezi Küçük Boy,Prima,"Anne, Bebek ve Oyuncak",anne_bebek_oyuncak,https://www.cimri.com/arama?q=Prima+Aktif+Bebek+Bezi+K%C3%BC%C3%A7%C3%BCk+Boy,"{""age_range"": ""6-12 ay"", ""variant_label"": ""Küçük Boy""}"
ABO002,Prima Premium Care Bezi Küçük Boy,Prima,"Anne, Bebek ve Oyuncak",anne_bebek_oyuncak,https://www.cimri.com/arama?q=Prima+Premium+Care+Bezi+K%C3%BC%C3%A7%C3%BCk+Boy,"{""age_range"": ""1-3 yaş"", ""variant_label"": ""Küçük Boy""}"
ABO003,Prima Pants Külot Bez Küçük Boy,Prima,"Anne, Bebek ve Oyuncak",anne_bebek_oyuncak,https://www.cimri.com/arama?q=Prima+Pants+K%C3%BClot+Bez+K%C3%BC%C3%A7%C3%BCk+Boy,"{""age_range"": ""3-6 yaş"", ""variant_label"": ""Küçük Boy""}"
