product_id,keyword,method,domain,url,human_relevant,notes
P026,Xiaomi 15 Ultra 512 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-xiaomi-15-fiyati,594091693.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Xiaomi 15 içindir; Ultra modeli değildir.
P026,Xiaomi 15 Ultra 512 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-xiaomi-15-ultra-512gb-16gb-ram-beyaz-fiyatlari,2439752368",true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için fiyat karşılaştırma sayfası.
P026,Xiaomi 15 Ultra 512 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-xiaomi-15-ultra-fiyatlari,a2372365895",true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model fiyat sayfası 512 GB varyant ve mağaza teklifleri içeriyor.
P026,Xiaomi 15 Ultra 512 GB fiyat,,donanimhaber.com,https://www.donanimhaber.com/amp/xiaomi-15-ultra-tanitildi-iste-ozellikleri-ve-fiyati--188338,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Tanıtım/haber içeriği; satın alma veya fiyat karşılaştırma sonucu değil.
P026,Xiaomi 15 Ultra 512 GB fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/xiaomi-15-ultra.html,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin 512 GB varyantı için fiyat ve mağaza teklifleri içeriyor.
P026,Xiaomi 15 Ultra 512 GB fiyat,,mi.com,https://www.mi.com/tr/product/xiaomi-15-ultra/buy,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Resmî satın alma sayfasında doğru modelin 512 GB varyantı sunuluyor.
P026,Xiaomi 15 Ultra 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-xiaomi-15-ultra,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfasında Xiaomi 15 Ultra 512 GB satış ilanları bulunuyor.
P026,Xiaomi 15 Ultra 512 GB fiyat,,trendyol.com,https://www.trendyol.com/xiaomi/15-ultra-512-gb-siyah-xiaomi-turkiye-garantili-p-903855197,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için doğrudan ürün sayfası.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-google-pixel-9-fiyati,520876734.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Pixel 9 içindir; Pro XL modeli değildir.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-google-pixel-9-pro-xl-fiyati,663556317.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Pixel 9 Pro XL 512 GB varyantına aittir; kapasite eşleşmiyor.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,amazon.com,https://www.amazon.com/Google-Pixel-Pro-XL-Smartphone/dp/B0D7HSJ7ZP,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Ürün Pixel 9 Pro XL 128 GB'dir; kapasite eşleşmiyor.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,bestbuy.com,https://www.bestbuy.com/product/google-pixel-9-pro-xl-256gb-unlocked-obsidian/J39TC879K3,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 256 GB kapasite için doğrudan mağaza ürün sayfası.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-google-pixel-9-pro-xl-fiyatlari,2378987871",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Pixel 9 Pro XL 512 GB varyantına aittir; kapasite eşleşmiyor.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,donanimhaber.com,https://www.donanimhaber.com/amp/google-pixel-9-pro-xl-tanitildi-iste-ozellikleri-ve-fiyati--180676,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Tanıtım/haber içeriği; satın alma veya fiyat karşılaştırma sonucu değil.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,ebay.com,https://www.ebay.com/p/3071466975,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 256 GB kapasite için pazaryeri ürün sayfası.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-google-pixel-9-pro-xl,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfasında Pixel 9 Pro XL 256 GB satış ilanları bulunuyor.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-google-pixel-9-pro-xl?a101170=1194860,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfası 256 GB depolama filtresiyle açılıyor.
P038,Google Pixel 9 Pro XL 256 GB fiyat,,us.smartprix.com,https://us.smartprix.com/mobiles/google-pixel-9-pro-xl-16gb-ram-256gb-ppd1bmdcowxm,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 256 GB kapasite için fiyat karşılaştırma sayfası.
P046,OnePlus 13 256 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-oneplus-13-512-gb-siyah-fiyati,1056653089.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa 512 GB varyantına aittir; kapasite eşleşmiyor.
P046,OnePlus 13 256 GB fiyat,,akakce.com,https://www.akakce.com/cep-telefonu/oneplus.html,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Genel OnePlus marka sayfası; hedef model ve kapasiteye özgü değil.
P046,OnePlus 13 256 GB fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/oneplus-13.html,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfada seçili/sunulan varyant 512 GB'dir; kapasite eşleşmiyor.
P046,OnePlus 13 256 GB fiyat,,oneplus.com,https://www.oneplus.com/ca_en/oneplus-13,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Resmî ürün/store sayfası doğru modeli sunuyor; 256 GB seçeneğinin canlı görünümü insan kontrolüne bırakıldı.
P046,OnePlus 13 256 GB fiyat,,oneplus.com,https://www.oneplus.com/global/13/specs,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Teknik özellik sayfası; satın alma veya fiyat karşılaştırma amacı taşımıyor.
P046,OnePlus 13 256 GB fiyat,,oneplus.com,https://www.oneplus.com/us/oneplus-13,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Resmî 'Get the new OnePlus 13' mağaza sayfası 256 GB seçeneğini sunuyor.
P046,OnePlus 13 256 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-oneplus-13,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin ilan sayfası; 256 GB ilanının güncel görünümü insan kontrolüne bırakıldı.
P046,OnePlus 13 256 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-modeller-oneplus-13?a10533=true,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin ilan sayfası; 256 GB ilanının güncel görünümü insan kontrolüne bırakıldı.
P046,OnePlus 13 256 GB fiyat,,trendyol.com,https://www.trendyol.com/oneplus-x-b110929,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Genel OnePlus marka sayfası; hedef model ve kapasiteye özgü değil.
P054,Oppo Find X8 Pro 512 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-oppo-finx-x8-fiyati,672653351.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Oppo Find X8 içindir; Pro modeliyle eşleşmiyor.
P054,Oppo Find X8 Pro 512 GB fiyat,,ebay.com,https://www.ebay.com/shop/oppo-find-x8-pro?_nkw=oppo+find+x8+pro,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Pazaryeri arama sonucunda Oppo Find X8 Pro 512 GB ilanları bulunuyor.
P054,Oppo Find X8 Pro 512 GB fiyat,,gsmarena.com,https://www.gsmarena.com/oppo_find_x8_pro-13467.php,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Teknik özellik sayfası; satın alma veya fiyat karşılaştırma amacı taşımıyor.
P054,Oppo Find X8 Pro 512 GB fiyat,,letgo.com,https://www.letgo.com/item/oppo-find-x8-pro-16-12-ram---512-gb-iid-1729494706,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için doğrudan satış ilanı.
P054,Oppo Find X8 Pro 512 GB fiyat,,mobileinto.com,https://mobileinto.com/tr/Oppo-Find-X8-Pro/,false,"Human-approved after AI-assisted review by project owner on 2026-07-31; Bilgi/özellik sayfası; doğrudan mağaza, ilan veya fiyat karşılaştırma sonucu değil."
P054,Oppo Find X8 Pro 512 GB fiyat,,oppo.com,https://www.oppo.com/en/smartphones/series-find-x/find-x8-pro,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Resmî tanıtım sayfası; satın alma veya fiyat karşılaştırma bağlamı görünmüyor.
P054,Oppo Find X8 Pro 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-oppo-find-x8-pro,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin ilan sayfası; 512 GB ilanının güncel görünümü insan kontrolüne bırakıldı.
P054,Oppo Find X8 Pro 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-oppo-find-x8-pro?a101170=1216421,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfası 512 GB depolama filtresiyle açılıyor.
P054,Oppo Find X8 Pro 512 GB fiyat,,youtube.com,https://www.youtube.com/watch?v=SnaQNVV4PIs,false,"Human-approved after AI-assisted review by project owner on 2026-07-31; Video içeriği; satın alma, ilan veya fiyat karşılaştırma sonucu değil."
P064,Vivo X200 Pro 512 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-vivo-x200-pro-fiyatlari,a2397764923",true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için fiyat karşılaştırma sayfası.
P064,Vivo X200 Pro 512 GB fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/vivo-x200-pro.html,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin 512 GB varyantı için fiyat ve mağaza teklifleri içeriyor.
P064,Vivo X200 Pro 512 GB fiyat,,flipkart.com,https://www.flipkart.com/vivo-x200-pro-5g-titanium-grey-512-gb/p/itm1e8383eef06a4,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için doğrudan mağaza ürün sayfası.
P064,Vivo X200 Pro 512 GB fiyat,,hepsiburada.com,https://www.hepsiburada.com/vivo-x200-pro-512-gb-16gb-ram-akilli-telefon-titanyum-gri-vivo-turkiye-garantili-pm-HBC00007MWSGG,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için doğrudan mağaza ürün sayfası.
P064,Vivo X200 Pro 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-vivo-x200-pro,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfasında Vivo X200 Pro 512 GB satış ilanları bulunuyor.
P064,Vivo X200 Pro 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-cep-telefonu-aksesuar-cep-telefonu-erdaliletisim-vivo-200-pro-512-gb-16-ram-12-ay-garantili-kutu-yo-1330403790/detay,true,Human-approved after AI-assisted review by project owner on 2026-07-31; İlan başlığı ve URL doğru model ailesini ve 512 GB kapasiteyi belirtiyor.
P064,Vivo X200 Pro 512 GB fiyat,,trendyol.com,https://www.trendyol.com/vivo/x200-pro-16-512gb-akilli-telefon-titanyum-gri-p-895987838,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için doğrudan ürün sayfası.
P064,Vivo X200 Pro 512 GB fiyat,,youtube.com,https://www.youtube.com/watch?v=oF1KKiBwZio,false,"Human-approved after AI-assisted review by project owner on 2026-07-31; Video içeriği; satın alma, ilan veya fiyat karşılaştırma sonucu değil."
P074,Realme GT 7 Pro 256 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-realme-gt-7-pro-fiyati,684475765.html",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa 512 GB varyantına aittir; kapasite eşleşmiyor.
P074,Realme GT 7 Pro 256 GB fiyat,,amazon.com,https://www.amazon.com/Realme-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0FBX6GGBQ,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Ürün Realme GT 7 256 GB'dir; Pro modeli değildir.
P074,Realme GT 7 Pro 256 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-realme-gt7-pro-fiyatlari,a2404593275",false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfa Realme GT 7 Pro 512 GB varyantına aittir; kapasite eşleşmiyor.
P074,Realme GT 7 Pro 256 GB fiyat,,ebay.com,https://www.ebay.com/shop/realme-gt7-pro?_nkw=realme+gt7+pro,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Pazaryeri aramasında Realme GT 7 Pro 256 GB satış ilanları bulunuyor.
P074,Realme GT 7 Pro 256 GB fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/realme-gt-7-pro.html,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Sayfada sunulan varyant 512 GB'dir; kapasite eşleşmiyor.
P074,Realme GT 7 Pro 256 GB fiyat,,klarna.com,https://www.klarna.com/us/shopping/pl/cl1/3388222658/Mobile-Phones/realme-GT-7-Pro-256GB-Galaxy-Grey,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 256 GB kapasite için fiyat karşılaştırma sayfası.
P074,Realme GT 7 Pro 256 GB fiyat,,m.gsmarena.com,https://m.gsmarena.com/realme_gt_7_pro-ampp-13470.php,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Teknik özellik sayfası; satın alma veya fiyat karşılaştırma amacı taşımıyor.
P074,Realme GT 7 Pro 256 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-realme-gt-7-pro,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Model ilan sayfasında hedef 256 GB varyantı doğrulanamadı; Türkiye sonuçları ağırlıkla 512 GB görünüyor.
P074,Realme GT 7 Pro 256 GB fiyat,,vatanbilgisayar.com,https://www.vatanbilgisayar.com/realme-gt7-pro-12-512gb-galaksi-grisi-akilli-telefon.html,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Ürün 512 GB varyantıdır; kapasite eşleşmiyor.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-motorola-edge-50-ultra-fiyati,637507356.html",true,Human-approved after AI-assisted review by project owner on 2026-07-31; Model fiyat sayfası Türkiye'de sunulan 512 GB varyant ve mağaza teklifleriyle eşleşiyor.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,ebay.com,https://www.ebay.com/shop/motorola-edge-50-ultra?_nkw=motorola+edge+50+ultra,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Canlı sonuçlarda hedef Edge 50 Ultra 512 GB ilanı doğrulanamadı; görülen 512 GB sonuçlar farklı Motorola modelleriydi.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,en-us.support.motorola.com,https://en-us.support.motorola.com/app/answers/detail/a_id/187368/~/specifications---motorola-edge-50-ultra,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Destek/teknik özellik sayfası; satın alma veya fiyat karşılaştırma amacı taşımıyor.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,motorola.com,https://www.motorola.com/gb/en/p/phones/motorola-edge/50-ultra/pmipmgn36m2,false,"Human-approved after AI-assisted review by project owner on 2026-07-31; Resmî tanıtım sayfasında mağaza, fiyat veya satın alma bağlamı görünmüyor."
P084,Motorola Edge 50 Ultra 512 GB fiyat,,mymobiles.com,https://www.mymobiles.com/phones/motorola/edge-50-ultra-deals/512GB,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru model ve 512 GB kapasite için satın alma/fiyat teklifi sayfası.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/cep-telefonu-aksesuar-cep-telefonu-motorola-edge-50-ultra,true,Human-approved after AI-assisted review by project owner on 2026-07-31; Doğru modelin ilan sayfası; 512 GB ilanının güncel görünümü insan kontrolüne bırakıldı.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-cep-telefonu-aksesuar-cep-telefonu-motorola-edge-50-ultra-1316594750/detay,false,Human-approved after AI-assisted review by project owner on 2026-07-31; İlan doğru modeli belirtiyor ancak URL/erişilebilir içerikte 512 GB kapasite doğrulanamadı.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,sahibinden.com,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-cep-telefonu-aksesuar-cep-telefonu-motorola-edge-50-ultra-512gb-tertemiz-1299832435/detay,true,Human-approved after AI-assisted review by project owner on 2026-07-31; İlan başlığı ve URL doğru modeli ve 512 GB kapasiteyi belirtiyor.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,shiftdelete.net,https://shiftdelete.net/urun-detay/motorola-edge-50-ultra,false,"Human-approved after AI-assisted review by project owner on 2026-07-31; Ürün bilgi/inceleme sayfası; doğrudan satış, ilan veya fiyat karşılaştırma sonucu değil."
P084,Motorola Edge 50 Ultra 512 GB fiyat,,tomsguide.com,https://www.tomsguide.com/phones/motorola-phones/motorola-edge-50,false,Human-approved after AI-assisted review by project owner on 2026-07-31; İnceleme/haber sayfası ve Edge 50 modeli; Ultra 512 GB hedefiyle eşleşmiyor.
P084,Motorola Edge 50 Ultra 512 GB fiyat,,tr.kalvo.com,https://tr.kalvo.com/motorola-edge-50-ultra-104190.html,false,Human-approved after AI-assisted review by project owner on 2026-07-31; Teknik özellik/bilgi sayfası; doğrudan satış veya fiyat karşılaştırma sonucu değil.
